Date,Open,High,Low,Close,Adj Close,Volume
2012-12-03,6.778000,7.000000,6.700000,6.834000,6.834000,26676500
2012-12-10,6.886000,7.160000,6.550000,6.762000,6.762000,38702500
2012-12-17,6.754000,7.052000,6.716000,6.800000,6.800000,30456000
2012-12-24,6.728000,6.900000,6.600000,6.644000,6.644000,9762000
2012-12-31,6.600000,7.090000,6.600000,6.880000,6.880000,16028500
2013-01-07,6.960000,6.960000,6.422000,6.582000,6.582000,24548500
2013-01-14,6.616000,6.970000,6.570000,6.904000,6.904000,44596500
2013-01-21,6.912000,7.544000,6.852000,7.396000,7.396000,33713500
2013-01-28,7.372000,7.742000,7.372000,7.660000,7.660000,31913500
2013-02-04,7.680000,8.000000,7.518000,7.848000,7.848000,33339000
2013-02-11,7.596000,7.830000,7.390000,7.408000,7.408000,47513500
2013-02-18,7.472000,7.930000,6.908000,7.222000,7.222000,87042500
2013-02-25,7.230000,7.350000,6.760000,6.930000,6.930000,55615000
2013-03-04,6.954000,7.888000,6.940000,7.694000,7.694000,35325500
2013-03-11,7.774000,7.898000,7.042000,7.058000,7.058000,44886000
2013-03-18,7.060000,7.412000,6.984000,7.324000,7.324000,27120500
2013-03-25,7.420000,7.704000,7.354000,7.578000,7.578000,33210000
2013-04-01,8.472000,9.336000,8.042000,8.274000,8.274000,151058500
2013-04-08,8.394000,9.028000,8.066000,8.750000,8.750000,60465000
2013-04-15,8.700000,9.976000,8.502000,9.566000,9.566000,66799500
2013-04-22,9.720000,10.748000,9.550000,10.240000,10.240000,83606000
2013-04-29,10.352000,11.636000,10.240000,10.910000,10.910000,91671000
2013-05-06,11.278000,16.200001,11.024000,15.352000,15.352000,374076000
2013-05-13,16.198000,19.424000,15.622000,18.299999,18.299999,585378500
2013-05-20,18.224001,19.590000,16.610001,19.416000,19.416000,270305000
2013-05-27,20.309999,22.980000,19.546000,19.552000,19.552000,380485500
2013-06-03,19.524000,20.580000,17.650000,20.408001,20.408001,302215000
2013-06-10,19.785999,20.504000,18.809999,20.059999,20.059999,191708000
2013-06-17,20.719999,21.426001,19.500000,19.910000,19.910000,231327500
2013-06-24,19.299999,22.049999,19.059999,21.472000,21.472000,170323000
2013-07-01,21.872000,24.378000,21.830000,24.018000,24.018000,172965500
2013-07-08,24.274000,25.988001,23.764000,25.980000,25.980000,204226000
2013-07-15,26.606001,26.652000,20.900000,23.936001,23.936001,428058500
2013-07-22,23.978001,26.136000,23.912001,25.878000,25.878000,196603000
2013-07-29,25.864000,27.650000,25.636000,27.600000,27.600000,203755500
2013-08-05,28.002001,31.775999,26.472000,30.600000,30.600000,369209500
2013-08-12,29.886000,30.100000,27.000000,28.400000,28.400000,263211000
2013-08-19,28.686001,32.459999,28.566000,32.368000,32.368000,221232500
2013-08-26,33.029999,34.599998,32.049999,33.799999,33.799999,384712500
2013-09-02,34.680000,34.740002,33.029999,33.394001,33.394001,194209000
2013-09-09,32.624001,33.580002,31.702000,33.108002,33.108002,203530000
2013-09-16,33.599998,37.166000,32.672001,36.678001,36.678001,237539000
2013-09-23,36.896000,38.256001,35.422001,38.180000,38.180000,176151500
2013-09-30,37.799999,38.900002,33.599998,36.195999,36.195999,378432500
2013-10-07,36.492001,37.346001,32.299999,35.740002,35.740002,288771500
2013-10-14,35.000000,37.757999,34.830002,36.680000,36.680000,197946500
2013-10-21,36.655998,36.678001,32.029999,33.931999,33.931999,273302000
2013-10-28,34.035999,34.099998,30.600000,32.433998,32.433998,234348000
2013-11-04,33.000000,36.285999,26.464001,27.590000,27.590000,557109000
2013-11-11,28.200001,29.084000,26.822001,27.090000,27.090000,318725000
2013-11-18,27.054001,27.090000,23.586000,24.275999,24.275999,399022500
2013-11-25,24.900000,26.118000,23.219999,25.455999,25.455999,231183000
2013-12-02,25.270000,28.988001,24.785999,27.472000,27.472000,318896500
2013-12-09,27.400000,30.360001,26.841999,29.530001,29.530001,241536000
2013-12-16,29.695999,30.980000,27.820000,28.648001,28.648001,244524000
2013-12-23,28.969999,31.600000,28.520000,30.224001,30.224001,139583500
2013-12-30,30.224001,30.962000,29.309999,29.912001,29.912001,98066500
2014-01-06,30.000000,30.740000,28.450001,29.143999,29.143999,146932500
2014-01-13,29.156000,34.639999,27.334000,34.001999,34.001999,377771500
2014-01-20,34.248001,36.476002,34.161999,34.919998,34.919998,161445000
2014-01-27,35.032001,37.200001,32.942001,36.282001,36.282001,179095500
2014-02-03,36.577999,37.326000,33.872002,37.306000,37.306000,167446500
2014-02-10,37.868000,40.543999,37.863998,39.646000,39.646000,215208000
2014-02-17,41.048000,43.042000,38.681999,41.919998,41.919998,256614500
2014-02-24,41.751999,53.000000,41.664001,48.962002,48.962002,490501500
2014-03-03,47.452000,52.000000,46.998001,49.242001,49.242001,214720000
2014-03-10,48.540001,49.500000,45.664001,46.194000,46.194000,204093000
2014-03-17,46.990002,48.310001,45.500000,45.778000,45.778000,146305000
2014-03-24,45.950001,45.980000,40.599998,42.473999,42.473999,226410000
2014-03-31,43.299999,47.146000,41.278000,42.445999,42.445999,244015000
2014-04-07,41.161999,43.689999,39.720001,40.756001,40.756001,190907000
2014-04-14,41.520000,41.688000,36.863998,39.624001,39.624001,172456500
2014-04-21,39.416000,43.866001,38.799999,39.970001,39.970001,174252000
2014-04-28,40.000000,42.804001,38.099998,42.181999,42.181999,133942000
2014-05-05,41.896000,43.731998,35.444000,36.452000,36.452000,247574000
2014-05-12,36.773998,38.695999,35.976002,38.312000,38.312000,150171500
2014-05-19,38.144001,41.551998,38.000000,41.459999,41.459999,128122500
2014-05-26,41.703999,42.959999,41.051998,41.554001,41.554001,100549000
2014-06-02,41.466000,42.161999,40.080002,41.633999,41.633999,95423500
2014-06-09,41.590000,41.998001,39.849998,41.284000,41.284000,99179500
2014-06-16,41.352001,47.108002,41.251999,45.917999,45.917999,235942500
2014-06-23,45.902000,48.375999,45.644001,47.812000,47.812000,162125000
2014-06-30,47.910000,48.897999,44.799999,45.849998,45.849998,111794000
2014-07-07,45.500000,45.956001,42.854000,43.625999,43.625999,130057500
2014-07-14,43.998001,45.757999,42.720001,44.004002,44.004002,129346500
2014-07-21,43.450001,45.394001,43.344002,44.714001,44.714001,79840500
2014-07-28,44.849998,47.500000,44.208000,46.653999,46.653999,172347000
2014-08-04,46.875999,51.338001,46.653999,49.625999,49.625999,165833000
2014-08-11,51.096001,53.127998,50.916000,52.402000,52.402000,147053500
2014-08-18,52.650002,53.452000,50.324001,51.355999,51.355999,99804500
2014-08-25,51.638000,54.400002,51.638000,53.939999,53.939999,102066000
2014-09-01,55.099998,58.284000,54.501999,55.478001,55.478001,180681500
2014-09-08,55.523998,57.098000,54.731998,55.840000,55.840000,104662000
2014-09-15,54.874001,54.880001,49.826000,51.863998,51.863998,202183500
2014-09-22,51.000000,51.203999,48.942001,49.320000,49.320000,131259500
2014-09-29,48.799999,51.299999,47.130001,51.042000,51.042000,147186000
2014-10-06,51.826000,53.108002,47.040001,47.382000,47.382000,187517500
2014-10-13,47.714001,47.792000,43.464001,45.495998,45.495998,217350000
2014-10-20,45.344002,47.560001,45.102001,47.048000,47.048000,93485000
2014-10-27,46.849998,48.919998,44.062000,48.340000,48.340000,160179000
2014-11-03,48.599998,49.512001,45.700001,48.040001,48.040001,187240000
2014-11-10,47.821999,51.770000,47.360001,51.736000,51.736000,153669500
2014-11-17,51.498001,51.998001,48.433998,48.556000,48.556000,137447500
2014-11-24,49.040001,49.944000,48.127998,48.903999,48.903999,60252000
2014-12-01,48.231998,48.493999,44.452000,44.742001,44.742001,148666500
2014-12-08,44.307999,44.972000,40.854000,41.400002,41.400002,199197000
2014-12-15,41.858002,44.080002,38.529999,43.858002,43.858002,177030000
2014-12-22,44.000000,45.700001,43.652000,45.563999,45.563999,69821500
2014-12-29,45.380001,45.582001,42.652000,43.862000,43.862000,63838000
2015-01-05,42.910000,43.299999,40.841999,41.332001,41.332001,113548000
2015-01-12,40.610001,41.521999,37.000000,38.613998,38.613998,153996000
2015-01-19,38.773998,40.700001,37.408001,40.257999,40.257999,81058500
2015-01-26,40.366001,41.723999,39.299999,40.720001,40.720001,78601000
2015-02-02,40.793999,45.096001,40.660000,43.472000,43.472000,95238000
2015-02-09,43.076000,44.099998,38.655998,40.754002,40.754002,202363000
2015-02-16,41.139999,43.520000,40.299999,43.422001,43.422001,89147000
2015-02-23,43.132000,43.639999,40.340000,40.667999,40.667999,146839500
2015-03-02,40.540001,41.237999,38.430000,38.776001,38.776001,140829000
2015-03-09,38.877998,39.236000,37.464001,37.736000,37.736000,134374500
2015-03-16,38.400002,40.917999,37.959999,39.616001,39.616001,140442500
2015-03-23,39.700001,40.757999,36.279999,37.000000,37.000000,123724000
2015-03-30,37.169998,38.751999,36.360001,38.200001,38.200001,119605500
2015-04-06,39.599998,42.330002,39.500000,42.180000,42.180000,154873500
2015-04-13,42.088001,42.599998,40.700001,41.358002,41.358002,64328000
2015-04-20,41.355999,44.375999,40.770000,43.686001,43.686001,103469000
2015-04-27,44.512001,47.750000,44.082001,45.206001,45.206001,154438500
2015-05-04,45.636002,47.900002,44.049999,47.321999,47.321999,148132500
2015-05-11,47.257999,49.880001,47.062000,49.768002,49.768002,124497000
2015-05-18,49.400002,50.200001,48.273998,49.546001,49.546001,74883500
2015-05-25,49.535999,50.574001,49.009998,50.160000,50.160000,71717500
2015-06-01,50.282001,50.320000,49.136002,49.827999,49.827999,59485000
2015-06-08,50.169998,51.750000,49.700001,50.138000,50.138000,72745000
2015-06-15,49.939999,52.872002,49.202000,52.501999,52.501999,74647500
2015-06-22,52.430000,54.282001,51.138000,53.417999,53.417999,87659000
2015-06-29,52.389999,56.490002,52.139999,56.004002,56.004002,79154500
2015-07-06,55.776001,56.338001,50.862000,51.830002,51.830002,111965500
2015-07-13,52.450001,55.108002,51.209999,54.931999,54.931999,67548000
2015-07-20,55.000000,57.330002,52.172001,53.082001,53.082001,96279500
2015-07-27,52.486000,53.872002,50.158001,53.230000,53.230000,78186500
2015-08-03,53.257999,54.200001,47.223999,48.501999,48.501999,154087500
2015-08-10,47.630001,49.585999,46.548000,48.630001,48.630001,106164000
2015-08-17,51.112000,52.189999,46.102001,46.153999,46.153999,132360000
2015-08-24,40.557999,50.290001,39.000000,49.695999,49.695999,160208000
2015-08-31,49.124001,50.990002,47.394001,48.386002,48.386002,113341000
2015-09-07,49.009998,50.849998,48.810001,50.048000,50.048000,57944000
2015-09-14,50.220001,53.099998,49.900002,52.124001,52.124001,87952000
2015-09-21,52.796001,54.313999,51.160000,51.382000,51.382000,98035000
2015-09-28,51.470001,51.958000,46.986000,49.514000,49.514000,112654500
2015-10-05,49.768002,49.967999,43.672001,44.138000,44.138000,140103500
2015-10-12,44.598000,46.096001,42.226002,45.402000,45.402000,96454500
2015-10-19,45.299999,46.230000,40.400002,41.818001,41.818001,143100500
2015-10-26,42.276001,43.419998,40.778000,41.386002,41.386002,79416500
2015-11-02,41.784000,46.916000,41.444000,46.472000,46.472000,159644500
2015-11-09,46.598000,46.598000,41.304001,41.438000,41.438000,90809500
2015-11-16,41.217999,45.237999,41.160000,44.001999,44.001999,73955500
2015-11-23,43.470001,46.450001,42.936001,46.321999,46.321999,54733500
2015-11-30,46.358002,47.720001,45.532001,46.076000,46.076000,74442500
2015-12-07,45.540001,47.125999,43.327999,43.403999,43.403999,71150000
2015-12-14,43.501999,47.551998,42.973999,46.091999,46.091999,82443000
2015-12-21,46.338001,47.310001,45.625999,46.113998,46.113998,30888500
2015-12-28,46.298000,48.726002,45.108002,48.001999,48.001999,53602500
2016-01-04,46.144001,46.276001,42.153999,42.200001,42.200001,104877000
2016-01-11,42.801998,42.889999,38.675999,40.998001,40.998001,116895000
2016-01-18,41.742001,42.094002,38.250000,40.509998,40.509998,80838000
2016-01-25,40.012001,40.714001,36.481998,38.240002,38.240002,93626000
2016-02-01,37.751999,39.903999,31.548000,32.520000,32.520000,164128000
2016-02-08,31.420000,32.652000,28.209999,30.208000,30.208000,249296500
2016-02-15,31.740000,34.590000,30.822001,33.316002,33.316002,91330000
2016-02-22,34.023998,38.400002,33.568001,38.068001,38.068001,141279500
2016-02-29,38.480000,40.806000,36.299999,40.208000,40.208000,136958500
2016-03-07,39.535999,42.658001,39.480000,41.500000,41.500000,106261500
2016-03-14,42.529999,46.896000,42.127998,46.548000,46.548000,96288000
2016-03-21,47.068001,47.976002,43.000000,45.549999,45.549999,97667500
2016-03-28,46.321999,49.580002,45.000000,47.518002,47.518002,179917000
2016-04-04,49.824001,53.868000,48.000000,50.014000,50.014000,256748000
2016-04-11,50.200001,51.798000,48.726002,50.902000,50.902000,138675500
2016-04-18,50.445999,51.661999,48.250000,50.750000,50.750000,111962000
2016-04-25,50.602001,51.476002,47.562000,48.152000,48.152000,90163500
2016-05-02,48.299999,48.638000,41.622002,42.986000,42.986000,168933000
2016-05-09,43.144001,43.230000,40.731998,41.521999,41.521999,102411000
2016-05-16,41.630001,44.110001,40.804001,44.056000,44.056000,136419500
2016-05-23,43.973999,45.186001,43.035999,44.608002,44.608002,94829000
2016-05-30,44.608002,44.950001,43.377998,43.798000,43.798000,50167500
2016-06-06,43.599998,48.169998,43.090000,43.757999,43.757999,124769000
2016-06-13,43.900002,45.153999,42.506001,43.094002,43.094002,81173000
2016-06-20,43.900002,44.750000,37.945999,38.630001,38.630001,244920500
2016-06-27,38.172001,43.647999,37.574001,43.299999,43.299999,148279000
2016-07-04,41.945999,43.962002,41.599998,43.355999,43.355999,88910000
2016-07-11,43.992001,45.500000,43.902000,44.080002,44.080002,92391000
2016-07-18,43.928001,45.959999,43.660000,44.453999,44.453999,80520500
2016-07-25,44.453999,47.056000,44.273998,46.958000,46.958000,81498000
2016-08-01,47.099998,47.326000,44.279999,46.006001,46.006001,95953500
2016-08-08,45.599998,46.307999,44.681999,45.122002,45.122002,52520500
2016-08-15,45.203999,45.900002,44.458000,45.000000,45.000000,47312500
2016-08-22,44.834000,45.698002,43.764000,43.998001,43.998001,67110500
2016-08-29,44.029999,44.080002,39.240002,39.556000,39.556000,118161000
2016-09-05,39.804001,41.299999,38.740002,38.894001,38.894001,75832000
2016-09-12,39.000000,41.139999,38.689999,41.080002,41.080002,78720500
2016-09-19,41.400002,42.035999,40.312000,41.490002,41.490002,63158000
2016-09-26,41.299999,42.200001,39.910000,40.806000,40.806000,65846500
2016-10-03,42.459999,43.133999,39.160000,39.321999,39.321999,98076500
2016-10-10,40.270000,40.827999,39.259998,39.301998,39.301998,71899500
2016-10-17,39.410000,41.332001,38.400002,40.018002,40.018002,126210500
2016-10-24,40.200001,42.740002,39.966000,39.993999,39.993999,141016000
2016-10-31,40.498001,40.498001,37.192001,38.112000,38.112000,119023500
2016-11-07,38.717999,39.498001,36.084000,37.712002,37.712002,130248000
2016-11-14,37.599998,38.599998,35.638000,37.004002,37.004002,119930000
2016-11-21,37.007999,39.448002,36.742001,39.330002,39.330002,86112000
2016-11-28,39.096001,39.869999,36.000000,36.293999,36.293999,108421500
2016-12-05,36.501999,38.768002,36.501999,38.436001,38.436001,94211500
2016-12-12,38.560001,40.599998,38.236000,40.498001,40.498001,102151000
2016-12-19,40.498001,42.689999,39.967999,42.667999,42.667999,105832000
2016-12-26,42.976002,44.759998,42.335999,42.737999,42.737999,91929000
2017-01-02,42.972000,46.062000,42.192001,45.801998,45.801998,142882000
2017-01-09,45.793999,47.570000,45.116001,47.549999,47.549999,105867500
2017-01-16,47.340000,49.736000,46.874001,48.945999,48.945999,101615500
2017-01-23,49.169998,51.692001,49.099998,50.590000,50.590000,113447000
2017-01-30,50.506001,51.178001,49.419998,50.265999,50.265999,82812500
2017-02-06,50.200001,54.236000,50.125999,53.846001,53.846001,115901000
2017-02-13,54.147999,57.478001,52.830002,54.445999,54.445999,163285500
2017-02-20,55.090000,56.689999,50.040001,51.400002,51.400002,187592500
2017-02-27,49.633999,50.970001,48.402000,50.313999,50.313999,143098000
2017-03-06,49.582001,50.778000,48.599998,48.737999,48.737999,87429000
2017-03-13,48.964001,53.150002,48.556000,52.299999,52.299999,147907500
2017-03-20,52.119999,52.959999,50.048000,52.632000,52.632000,117748500
2017-03-27,52.119999,56.400002,51.950001,55.660000,55.660000,126688000
2017-04-03,57.380001,60.976002,56.916000,60.507999,60.507999,210021500
2017-04-10,61.830002,62.745998,59.060001,60.799999,60.799999,143622000
2017-04-17,60.540001,61.830002,59.580002,61.119999,61.119999,108658000
2017-04-24,61.844002,62.959999,61.172001,62.813999,62.813999,122451500
2017-05-01,62.976002,65.531998,58.152000,61.669998,61.669998,218375500
2017-05-08,62.180000,65.400002,61.164001,64.961998,64.961998,156500000
2017-05-15,63.675999,64.040001,61.062000,62.166000,62.166000,144139000
2017-05-22,62.560001,65.098000,60.695999,65.028000,65.028000,132485500
2017-05-29,65.199997,68.975998,65.152000,67.970001,67.970001,154722500
2017-06-05,67.699997,75.374001,66.842003,71.463997,71.463997,267960500
2017-06-12,71.598000,76.849998,70.124001,74.279999,74.279999,261507500
2017-06-19,75.000000,77.398003,73.559998,76.690002,76.690002,164434000
2017-06-26,77.337997,77.389999,70.820000,72.321999,72.321999,169862500
2017-07-03,74.047997,74.269997,61.259998,62.644001,62.644001,284267500
2017-07-10,62.580002,66.620003,60.625999,65.556000,65.556000,249730500
2017-07-17,65.108002,66.330002,62.689999,65.680000,65.680000,163377000
2017-07-24,66.047997,69.500000,65.258003,67.014000,67.014000,168149500
2017-07-31,67.099998,71.454002,62.243999,71.382004,71.382004,263668000
2017-08-07,71.470001,74.000000,70.550003,71.573997,71.573997,160625500
2017-08-14,72.926003,73.531998,69.160004,69.491997,69.491997,107270000
2017-08-21,69.164001,71.332001,66.370003,69.610001,69.610001,119203000
2017-08-28,69.456001,71.688004,67.750000,71.080002,71.080002,91864500
2017-09-04,70.760002,71.098000,68.311996,68.680000,68.680000,77146000
2017-09-11,70.269997,76.000000,70.000000,75.961998,75.961998,152241000
2017-09-18,76.050003,77.921997,70.176003,70.218002,70.218002,156683000
2017-09-25,70.629997,71.494003,67.080002,68.220001,68.220001,156246000
2017-10-02,68.503998,72.019997,66.255997,71.375999,71.375999,160365500
2017-10-09,69.930000,71.956001,68.533997,71.113998,71.113998,133002500
2017-10-16,70.751999,72.599998,68.867996,69.019997,69.019997,118000500
2017-10-23,69.975998,69.989998,63.332001,64.174004,64.174004,154181500
2017-10-30,63.835999,66.522003,58.526001,61.217999,61.217999,235347000
2017-11-06,61.400002,61.672001,59.259998,60.598000,60.598000,132890500
2017-11-13,60.026001,65.334000,59.821999,63.009998,63.009998,193984500
2017-11-20,62.757999,63.646000,60.950001,63.110001,63.110001,118353500
